1511.916667	267.709243
1512	269.1712663
1512.083333	270.6867058
1512.166667	272.2542069
1512.25	273.8721891
1512.333333	275.538842
1512.416667	277.2521213
1512.5	279.0097462
1512.583333	280.8091969
1512.666667	282.6477135
1512.75	284.5222961
1512.833333	286.4297054
1512.916667	288.366466
1513	290.3288705
1513.083333	292.3129856
1513.166667	294.3146608
1513.25	296.3295381
1513.333333	298.3530651
1513.416667	300.3805097
1513.5	302.4069774
1513.583333	304.4274318
1513.666667	306.4367167
1513.75	308.4295818
1513.833333	310.4007105
1513.916667	312.3447509
1514	314.2563484
1514.083333	316.1301816
1514.166667	317.9609994
1514.25	319.7436605
1514.333333	321.4731735
1514.416667	323.1447388
1514.5	324.7537898
1514.583333	326.2960347
1514.666667	327.7674975
1514.75	329.1645568
1514.833333	330.4839832
1514.916667	331.7229726
1515	332.8791761
1515.083333	333.9507236
1515.166667	334.936242
1515.25	335.8348652
1515.333333	336.6462361
1515.416667	337.3704995
1515.5	338.0082869
1515.583333	338.5606915
1515.666667	339.0292357
1515.75	339.4158311
1515.833333	339.7227321
1515.916667	339.9524843
1516	340.10787
1516.083333	340.1918512
1516.166667	340.207514
1516.25	340.1580137
1516.333333	340.0465249
1516.416667	339.8761959
1516.5	339.6501097
1516.583333	339.3712523
1516.666667	339.0424874
1516.75	338.6665394
1516.833333	338.245983
1516.916667	337.7832397
1517	337.2805802
1517.083333	336.7401321
1517.166667	336.1638908
1517.25	335.5537335
1517.333333	334.9114343
1517.416667	334.2386799
1517.5	333.5370842
1517.583333	332.8082019
1517.666667	332.0535394
1517.75	331.2745641
1517.833333	330.4727094
1517.916667	329.6493773
1518	328.8059372
1518.083333	327.9437213
1518.166667	327.0640158
1518.25	326.1680501
1518.333333	325.2569812
1518.416667	324.331877
1518.5	323.393696
1518.583333	322.4432661
1518.666667	321.481262
1518.75	320.5081831
1518.833333	319.524331
1518.916667	318.5297898
1519	317.5244095
1519.083333	316.5077923
1519.166667	315.4792867
1519.25	314.4379862
1519.333333	313.382738
1519.416667	312.3121585
1519.5	311.2246593
1519.583333	310.1184808
1519.666667	308.9917351
1519.75	307.8424566
1519.833333	306.6686585
1519.916667	305.4683963
1520	304.2398331
1520.083333	302.981309
1520.166667	301.691409
1520.25	300.3690295
1520.333333	299.0134415
1520.416667	297.6243469
1520.5	296.2019294
1520.583333	294.7468958
1520.666667	293.2605097
1520.75	291.744614
1520.833333	290.2016447
1520.916667	288.634633
1521	287.0471983
1521.083333	285.4435297
1521.166667	283.8283585
1521.25	282.2069209
1521.333333	280.5849122
1521.416667	278.9684318
1521.5	277.3639215
1521.583333	275.7780957
1521.666667	274.217865
1521.75	272.690254
