970.9166667	635.4516047
971	634.4207541
971.0833333	633.2903052
971.1666667	632.0467721
971.25	630.6762798
971.3333333	629.1646495
971.4166667	627.4974899
971.5	625.6602947
971.5833333	623.6385432
971.6666667	621.4178043
971.75	618.9838434
971.8333333	616.3227291
971.9166667	613.4209409
972	610.2654752
972.0833333	606.8439512
972.1666667	603.1447141
972.25	599.1569371
972.3333333	594.8707205
972.4166667	590.2771892
972.5	585.3685856
972.5833333	580.1383605
972.6666667	574.5812582
972.75	568.6933973
972.8333333	562.4723459
972.9166667	555.9171907
973	549.0285997
973.0833333	541.8088779
973.1666667	534.2620173
973.25	526.3937383
973.3333333	518.2115259
973.4166667	509.7246574
973.5	500.9442224
973.5833333	491.8831352
973.6666667	482.5561367
973.75	472.9797877
973.8333333	463.1724509
973.9166667	453.1542621
974	442.9470893
974.0833333	432.5744796
974.1666667	422.0615937
974.25	411.4351273
974.3333333	400.7232203
974.4166667	389.9553528
974.5	379.1622289
974.5833333	368.3756491
974.6666667	357.6283705
974.75	346.9539579
974.8333333	336.3866257
974.9166667	325.9610723
975	315.71231
975.0833333	305.675492
975.1666667	295.8857396
975.25	286.3779724
975.3333333	277.186744
975.4166667	268.3460859
975.5	259.8893602
975.5833333	251.8491236
975.6666667	244.2570034
975.75	237.1435853
975.8333333	230.5383143
975.9166667	224.4694084
976	218.9637847
976.0833333	214.0469989
976.1666667	209.7431957
976.25	206.075072
976.3333333	203.0638504
976.4166667	200.7292634
976.5	199.0895461
976.5833333	198.1614377
976.6666667	197.9601895
976.75	198.4995781
976.8333333	199.7919232
976.9166667	201.8481073
977	204.6775965
977.0833333	208.2884599
977.1666667	212.6873865
977.25	217.8796975
977.3333333	223.8693521
977.4166667	230.6589468
977.5	238.249706
977.5833333	246.6414644
977.6666667	255.8326405
977.75	265.8202009
977.8333333	276.5996161
977.9166667	288.1648069
978	300.5080828
978.0833333	313.6200717
978.1666667	327.4896411
978.25	342.1038122
978.3333333	357.4476668
978.4166667	373.5042495
978.5	390.2544655
978.5833333	407.6769787
978.6666667	425.748111
978.75	444.4417467
978.8333333	463.729245
978.9166667	483.5793631
979	503.9581946
979.0833333	524.8291241
979.1666667	546.1528024
979.25	567.8871442
979.3333333	589.9873502
979.4166667	612.4059562
979.5	635.0929108
979.5833333	657.9956818
979.6666667	681.0593937
979.75	704.2269943
979.8333333	727.4394506
979.9166667	750.6359729
980	773.7542629
980.0833333	796.7307839
980.1666667	819.501048
980.25	841.9999168
980.3333333	864.16191
980.4166667	885.9215208
980.5	907.2135328
980.5833333	927.9733396
980.6666667	948.1372622
980.75	967.6428654
980.8333333	986.4292698
980.9166667	1004.43746
981	1021.610582
981.0833333	1037.894239
981.1666667	1053.236763
981.25	1067.589485
981.3333333	1080.906979
981.4166667	1093.147291
981.5	1104.272151
981.5833333	1114.24716
981.6666667	1123.041962
981.75	1130.630392
981.8333333	1136.990606
981.9166667	1142.105194
